x,y,subject,stage
37.271,-23.858,SC4141,N3
17.612,-59.327,SC4141,N3
17.125,-60.312,SC4141,N3
18.241,-58.583,SC4141,N3
19.41,-54.692,SC4141,N3
17.732,-59.07,SC4141,N3
18.505,-59.928,SC4141,N3
18.612,-55.112,SC4141,N3
16.567,-62.05,SC4141,N3
17.435,-59.325,SC4141,N3
18.299,-60.182,SC4141,N3
18.89,-55.067,SC4141,N3
20.142,-55.416,SC4141,N3
18.485,-60.042,SC4141,N3
17.837,-55.383,SC4141,N3
17.817,-57.464,SC4141,N3
18.697,-54.915,SC4141,N3
19.124,-54.507,SC4141,N3
18.6,-59.993,SC4141,N3
19.737,-54.693,SC4141,N3
17.437,-60.099,SC4141,N3
17.107,-59.293,SC4141,N3
17.195,-60.842,SC4141,N3
17.869,-56.798,SC4141,N3
27.035,-50.369,SC4141,N3
19.111,-54.678,SC4141,N3
19.493,-55.457,SC4141,N3
16.688,-60.258,SC4141,N3
16.144,-60.878,SC4141,N3
17.6,-61.358,SC4141,N3
17.894,-57.341,SC4141,N3
17.962,-57.008,SC4141,N3
19.991,-54.256,SC4141,N3
17.949,-58.439,SC4141,N3
26.994,-50.406,SC4141,N3
17.346,-58.485,SC4141,N3
17.408,-60.919,SC4141,N3
17.387,-58.983,SC4141,N3
16.586,-62.397,SC4141,N3
48.179,2.215,SC4141,REM
-2.445,-38.476,SC4141,REM
35.966,-21.001,SC4141,REM
37.273,-27.415,SC4141,REM
34.741,-26.031,SC4141,REM
24.446,7.645,SC4141,REM
37.674,-24.592,SC4141,REM
35.984,-27.19,SC4141,REM
36.711,-26.619,SC4141,REM
36.399,-24.619,SC4141,REM
35.745,-19.505,SC4141,REM
36.039,-20.213,SC4141,REM
38.718,-23.947,SC4141,REM
36.869,-24.716,SC4141,REM
10.33,41.286,SC4141,REM
35.469,-24.943,SC4141,REM
35.364,-25.597,SC4141,REM
38.516,-18.954,SC4141,REM
50.954,-6.988,SC4141,REM
35.445,-25.204,SC4141,REM
36.237,-26.933,SC4141,REM
36.488,-25.37,SC4141,REM
35.335,-21.465,SC4141,REM
35.666,-25.156,SC4141,REM
34.797,-25.048,SC4141,REM
34.855,-26.034,SC4141,REM
35.98,-25.781,SC4141,REM
36.739,-26.696,SC4141,REM
35.44,-26.814,SC4141,REM
38.986,-23.733,SC4141,REM
36.657,-26.559,SC4141,REM
37.237,-26.884,SC4141,REM
37.205,-24.388,SC4141,REM
37.697,-26.302,SC4141,REM
35.266,-23.804,SC4141,REM
38.2,-20.761,SC4141,REM
36.06,-26.034,SC4141,REM
36.085,-27.279,SC4141,REM
36.303,-22.623,SC4141,REM
35.465,-24.684,SC4141,REM
1.994,-18.496,SC4191,W
2.812,-17.362,SC4191,W
0.046,-19.257,SC4191,W
31.83,-14.05,SC4191,W
4.677,-16.426,SC4191,W
4.162,-16.21,SC4191,W
0.809,-20.841,SC4191,W
3.071,-19.805,SC4191,W
-0.226,-20.899,SC4191,W
4.016,-16.037,SC4191,W
-0.761,-19.69,SC4191,W
1.87,-15.221,SC4191,W
2.599,-16.631,SC4191,W
2.969,-17.69,SC4191,W
0.755,-20.171,SC4191,W
2.12,-13.767,SC4191,W
1.546,-19.704,SC4191,W
2.092,-17.69,SC4191,W
2.734,-17.316,SC4191,W
2.691,-17.402,SC4191,W
2.156,-17.426,SC4191,W
0.884,-20.65,SC4191,W
4.149,-16.172,SC4191,W
6.984,-12.99,SC4191,W
5.53,-24.36,SC4191,W
4.323,-16.241,SC4191,W
2.731,-18.582,SC4191,W
0.735,-20.345,SC4191,W
1.546,-18.641,SC4191,W
0.932,-20.456,SC4191,W
1.176,-16.2,SC4191,W
1.976,-18.694,SC4191,W
2.705,-16.105,SC4191,W
3.472,-18.034,SC4191,W
4.222,-16.193,SC4191,W
-1.189,-19.954,SC4191,W
2.327,-18.841,SC4191,W
6.948,-13.025,SC4191,W
-0.461,-19.6,SC4191,W
3.618,-20.809,SC4191,W
-1.741,-20.19,SC4191,N1
32.537,-14.426,SC4191,N1
30.001,-13.493,SC4191,N1
30.084,-15.782,SC4191,N1
32.191,-14.615,SC4191,N1
30.334,-22.985,SC4191,N1
27.239,-20.226,SC4191,N1
39.325,-16.835,SC4191,N1
29.387,-13.482,SC4191,N1
-13.283,-32.612,SC4191,N1
27.083,-19.93,SC4191,N1
28.053,-12.477,SC4191,N1
30.428,-11.895,SC4191,N1
31.638,-13.837,SC4191,N1
31.873,-16.74,SC4191,N1
29.079,-12.716,SC4191,N1
31.998,-13.021,SC4191,N1
31.787,-11.522,SC4191,N1
31.914,-13.426,SC4191,N1
27.338,-19.962,SC4191,N1
31.461,-14.584,SC4191,N1
31.713,-17.799,SC4191,N1
31.705,-14.13,SC4191,N1
29.829,-11.124,SC4191,N1
30.212,-23.679,SC4191,N1
37.553,-17.69,SC4191,N1
31.192,-14.411,SC4191,N1
32.773,-13.295,SC4191,N1
31.327,-14.607,SC4191,N1
32.214,-13.251,SC4191,N1
29.737,-19.736,SC4191,N1
30.948,-13.289,SC4191,N1
32.132,-14.246,SC4191,N1
30.218,-19.604,SC4191,N1
28.597,-12.582,SC4191,N1
30.246,-13.93,SC4191,N1
29.674,-10.971,SC4191,N1
6.938,-12.935,SC4191,N1
31.478,-11.782,SC4191,N1
29.234,-13.499,SC4191,N1
28.927,-58.189,SC4191,N2
23.272,-60.152,SC4191,N2
23.315,-60.323,SC4191,N2
43.264,-23.513,SC4191,N2
24.389,-60.224,SC4191,N2
26.31,-22.193,SC4191,N2
24.365,-60.657,SC4191,N2
22.318,-59.164,SC4191,N2
23.734,-60.917,SC4191,N2
23.936,-60.251,SC4191,N2
23.089,-62.899,SC4191,N2
29.058,-60.448,SC4191,N2
25.092,-61.209,SC4191,N2
24.157,-60.174,SC4191,N2
21.638,-58.77,SC4191,N2
24.656,-59.592,SC4191,N2
28.912,-58.153,SC4191,N2
24.99,-61.183,SC4191,N2
27.868,-60.257,SC4191,N2
30.634,-23.347,SC4191,N2
22.432,-59.138,SC4191,N2
21.927,-58.988,SC4191,N2
28.436,-58.933,SC4191,N2
23.489,-60.928,SC4191,N2
25.088,-60.757,SC4191,N2
30.961,-14.209,SC4191,N2
43.538,-23.522,SC4191,N2
21.829,-58.674,SC4191,N2
29.206,-24.252,SC4191,N2
24.156,-60.135,SC4191,N2
28.383,-60.055,SC4191,N2
29.925,-19.419,SC4191,N2
23.192,-60.577,SC4191,N2
22.904,-59.872,SC4191,N2
22.01,-64.712,SC4191,N2
26.141,-54.216,SC4191,N2
24.989,-59.22,SC4191,N2
31.221,-12.443,SC4191,N2
24.641,-59.549,SC4191,N2
21.645,-58.192,SC4191,N2
20.197,-64.41,SC4191,N3
21.065,-64.492,SC4191,N3
18.237,-63.589,SC4191,N3
20.663,-63.026,SC4191,N3
20.534,-62.661,SC4191,N3
22.141,-63.197,SC4191,N3
19.605,-62.376,SC4191,N3
20.026,-62.989,SC4191,N3
19.423,-62.083,SC4191,N3
22.22,-62.985,SC4191,N3
19.846,-63.434,SC4191,N3
19.722,-64.093,SC4191,N3
18.534,-63.703,SC4191,N3
20.692,-65.864,SC4191,N3
20.616,-62.278,SC4191,N3
18.281,-65.352,SC4191,N3
19.828,-62.958,SC4191,N3
22.092,-62.926,SC4191,N3
20.904,-64.363,SC4191,N3
19.764,-63.256,SC4191,N3
18.281,-65.152,SC4191,N3
20.051,-64.846,SC4191,N3
21.185,-63.499,SC4191,N3
19.916,-63.384,SC4191,N3
21.316,-62.541,SC4191,N3
19.512,-62.34,SC4191,N3
19.569,-63.969,SC4191,N3
20.371,-65.214,SC4191,N3
21.57,-62.649,SC4191,N3
18.354,-64.093,SC4191,N3
18.933,-65.335,SC4191,N3
19.916,-63.642,SC4191,N3
20.856,-65.533,SC4191,N3
19.433,-64.529,SC4191,N3
21.278,-64.003,SC4191,N3
19.829,-64.918,SC4191,N3
20.319,-64.076,SC4191,N3
20.535,-62.946,SC4191,N3
19.385,-65.089,SC4191,N3
21.097,-64.083,SC4191,N3
28.122,-22.695,SC4191,REM
29.666,-17.695,SC4191,REM
28.524,-21.77,SC4191,REM
28.812,-22.752,SC4191,REM
28.602,-22.039,SC4191,REM
29.014,-20.422,SC4191,REM
29.651,-21.479,SC4191,REM
32.573,-10.712,SC4191,REM
28.639,-22.245,SC4191,REM
30.434,-22.762,SC4191,REM
29.377,-22.806,SC4191,REM
29.527,-21.875,SC4191,REM
29.349,-22.189,SC4191,REM
30.499,-22.616,SC4191,REM
27.285,-22.242,SC4191,REM
32.37,-20.665,SC4191,REM
29.136,-23.139,SC4191,REM
29.098,-21.873,SC4191,REM
29.046,-23.398,SC4191,REM
29.554,-20.942,SC4191,REM
30.865,-15.176,SC4191,REM
31.417,-22.541,SC4191,REM
30.396,-20.849,SC4191,REM
31.528,-22.361,SC4191,REM
27.987,-21.887,SC4191,REM
28.469,-22.779,SC4191,REM
32.343,-17.277,SC4191,REM
28.683,-20.48,SC4191,REM
30.685,-20.075,SC4191,REM
34.236,-19.219,SC4191,REM
30.521,-19.498,SC4191,REM
28.137,-22.444,SC4191,REM
28.915,-20.828,SC4191,REM
28.065,-22.331,SC4191,REM
30.432,-20.871,SC4191,REM
28.7,-19.208,SC4191,REM
29.214,-21.352,SC4191,REM
29.555,-22.247,SC4191,REM
32.581,-10.674,SC4191,REM
29.202,-22.396,SC4191,REM
-54.924,-43.055,SC4221,W
-53.528,-43.903,SC4221,W
-51.93,-45.802,SC4221,W
-52.851,-44.676,SC4221,W
-54.809,-42.806,SC4221,W
-53.073,-45.191,SC4221,W
-51.395,-45.067,SC4221,W
-54.925,-44.353,SC4221,W
-54.122,-44.442,SC4221,W
-53.369,-44.77,SC4221,W
-53.217,-44.244,SC4221,W
-53.372,-44.716,SC4221,W
-54.773,-43.641,SC4221,W
-53.77,-44.887,SC4221,W
-53.755,-43.412,SC4221,W
-53.699,-45.341,SC4221,W
-54.963,-42.89,SC4221,W
-54.582,-43.88,SC4221,W
-51.898,-45.728,SC4221,W
-54.863,-43.817,SC4221,W
-55.01,-43.268,SC4221,W
-53.873,-43.835,SC4221,W
-53.378,-42.849,SC4221,W
-55.174,-43.509,SC4221,W
-52.745,-45.654,SC4221,W
-53.422,-46.07,SC4221,W
-55.118,-44.286,SC4221,W
-51.301,-45.02,SC4221,W
-54.207,-44.274,SC4221,W
-54.001,-43.598,SC4221,W
-53.507,-43.837,SC4221,W
-55.663,-44.654,SC4221,W
-54.119,-43.673,SC4221,W
-54.523,-43.142,SC4221,W
-53.968,-42.986,SC4221,W
-53.683,-44.785,SC4221,W
-54.926,-43.537,SC4221,W
-53.467,-44.595,SC4221,W
-52.054,-45.694,SC4221,W
-54.749,-44.707,SC4221,W
-40.053,-49.931,SC4221,N1
-42.107,-53.366,SC4221,N1
-46.81,-54.652,SC4221,N1
-46.829,-52.106,SC4221,N1
-43.073,-55.026,SC4221,N1
-40.381,-51.173,SC4221,N1
-42.444,-51.577,SC4221,N1
-39.473,-59.605,SC4221,N1
-40.989,-57.938,SC4221,N1
-42.195,-55.286,SC4221,N1
-40.628,-58.743,SC4221,N1
-42.45,-55.387,SC4221,N1
-45.967,-54.384,SC4221,N1
-40.775,-52.687,SC4221,N1
-41.515,-49.972,SC4221,N1
-43.218,-56.914,SC4221,N1
-39.344,-54.191,SC4221,N1
-41.682,-54.106,SC4221,N1
-46.528,-52.348,SC4221,N1
-43.171,-52.179,SC4221,N1
-47.515,-53.585,SC4221,N1
-41.259,-53.021,SC4221,N1
-41.596,-58.766,SC4221,N1
-41.5,-53.499,SC4221,N1
-44.819,-53.739,SC4221,N1
-40.944,-52.958,SC4221,N1
-45.097,-52.431,SC4221,N1
-46.114,-52.713,SC4221,N1
-41.932,-55.729,SC4221,N1
-43.248,-57.925,SC4221,N1
-42.49,-56.785,SC4221,N1
-45.73,-52.328,SC4221,N1
-41.418,-53.314,SC4221,N1
-43.059,-56.98,SC4221,N1
-41.454,-59.49,SC4221,N1
-46.545,-52.474,SC4221,N1
-47.009,-54.368,SC4221,N1
-46.985,-53.124,SC4221,N1
-41.647,-59.553,SC4221,N1
-41.769,-54.989,SC4221,N1
-37.771,-63.176,SC4221,N2
-42.82,-57.969,SC4221,N2
-38.534,-61.179,SC4221,N2
-34.601,-64.243,SC4221,N2
-40.679,-54.126,SC4221,N2
-38.651,-60.985,SC4221,N2
-41.04,-57.534,SC4221,N2
-35.563,-62.753,SC4221,N2
-43.026,-58.04,SC4221,N2
-43.679,-56.724,SC4221,N2
-35.252,-64.604,SC4221,N2
-40.36,-58.897,SC4221,N2
-38.652,-61.172,SC4221,N2
-41.364,-58.837,SC4221,N2
-41.578,-57.216,SC4221,N2
-41.266,-58.978,SC4221,N2
-38.689,-61.252,SC4221,N2
-43.777,-55.694,SC4221,N2
-38.863,-60.705,SC4221,N2
-41.282,-59.895,SC4221,N2
-38.41,-62.401,SC4221,N2
-42.324,-58.121,SC4221,N2
-44.472,-52.938,SC4221,N2
-43.216,-57.332,SC4221,N2
-41.053,-57.323,SC4221,N2
-33.928,-63.551,SC4221,N2
-41.191,-53.998,SC4221,N2
-41.097,-57.019,SC4221,N2
-43.829,-55.576,SC4221,N2
-40.331,-54.833,SC4221,N2
-35.989,-62.963,SC4221,N2
-41.185,-58.484,SC4221,N2
-38.966,-60.518,SC4221,N2
-41.733,-58.202,SC4221,N2
-43.468,-55.055,SC4221,N2
-38.712,-61.135,SC4221,N2
-40.359,-55.217,SC4221,N2
-41.331,-53.779,SC4221,N2
-38.127,-61.803,SC4221,N2
-41.081,-54.364,SC4221,N2
-35.972,-62.781,SC4221,N3
-35.061,-65.081,SC4221,N3
-36.48,-63.703,SC4221,N3
-36.057,-64.264,SC4221,N3
-36.777,-65.576,SC4221,N3
-35.118,-61.703,SC4221,N3
-37.944,-64.032,SC4221,N3
-35.501,-63.576,SC4221,N3
-37.005,-65.56,SC4221,N3
-37.046,-65.77,SC4221,N3
-35.949,-65.451,SC4221,N3
-35.464,-64.538,SC4221,N3
-37.612,-64.428,SC4221,N3
-34.731,-64.224,SC4221,N3
-36.244,-64.919,SC4221,N3
-35.298,-62.577,SC4221,N3
-37.647,-63.258,SC4221,N3
-35.625,-65.845,SC4221,N3
-36.444,-66.595,SC4221,N3
-35.902,-62.885,SC4221,N3
-34.688,-63.639,SC4221,N3
-35.659,-65.385,SC4221,N3
-37.43,-63.666,SC4221,N3
-36.576,-65.638,SC4221,N3
-36.457,-64.219,SC4221,N3
-36.874,-63.622,SC4221,N3
-35.362,-62.21,SC4221,N3
-36.703,-64.319,SC4221,N3
-37.205,-63.504,SC4221,N3
-36.79,-66.537,SC4221,N3
-35.343,-62.747,SC4221,N3
-35.771,-65.458,SC4221,N3
-35.54,-63.86,SC4221,N3
-35.58,-63.044,SC4221,N3
-35.242,-63.864,SC4221,N3
-36.441,-63.494,SC4221,N3
-35.54,-64.252,SC4221,N3
-35.729,-64.76,SC4221,N3
-35.004,-63.308,SC4221,N3
-36.03,-64.31,SC4221,N3
-41.845,-51.515,SC4221,REM
-40.709,-50.808,SC4221,REM
-43.56,-54.873,SC4221,REM
-42.817,-53.8,SC4221,REM
-39.688,-49.743,SC4221,REM
-41.753,-51.527,SC4221,REM
-42.208,-51.926,SC4221,REM
-43.938,-52.06,SC4221,REM
-39.837,-50.626,SC4221,REM
-40.915,-50.335,SC4221,REM
-40.188,-50.205,SC4221,REM
-42.788,-53.285,SC4221,REM
-39.535,-50.283,SC4221,REM
-41.894,-52.802,SC4221,REM
-39.35,-53.646,SC4221,REM
-42.287,-57.099,SC4221,REM
-40.123,-50.255,SC4221,REM
-41.356,-53.53,SC4221,REM
-44.043,-57.205,SC4221,REM
-40.104,-52.398,SC4221,REM
-44.444,-53.929,SC4221,REM
-45.002,-53.033,SC4221,REM
-45.984,-54.465,SC4221,REM
-39.807,-50.151,SC4221,REM
-40.894,-51.245,SC4221,REM
-44.198,-51.953,SC4221,REM
-43.952,-53.371,SC4221,REM
-39.789,-53.381,SC4221,REM
-39.533,-50.898,SC4221,REM
-44.061,-53.318,SC4221,REM
-43.806,-53.422,SC4221,REM
-39.584,-50.559,SC4221,REM
-45.922,-54.268,SC4221,REM
-41.954,-52.493,SC4221,REM
-41.73,-54.09,SC4221,REM
-44.349,-52.226,SC4221,REM
-41.543,-52.17,SC4221,REM
-41.549,-53.042,SC4221,REM
-47.489,-53.96,SC4221,REM
-42.026,-51.45,SC4221,REM
24.161,-6.345,SC4301,W
5.11,-3.791,SC4301,W
24.049,-7.655,SC4301,W
22.687,-9.526,SC4301,W
12.661,-14.59,SC4301,W
46.844,-16.513,SC4301,W
20.132,-8.086,SC4301,W
20.23,-9.598,SC4301,W
21.548,-9.268,SC4301,W
19.795,-8.288,SC4301,W
20.947,-8.896,SC4301,W
-0.755,-1.961,SC4301,W
21.838,-10.655,SC4301,W
5.073,-3.842,SC4301,W
19.619,-7.556,SC4301,W
20.759,-8.93,SC4301,W
20.224,-8.108,SC4301,W
20.613,-11.402,SC4301,W
19.016,-7.825,SC4301,W
6.838,-9.192,SC4301,W
1.826,-7.309,SC4301,W
13.709,-14.253,SC4301,W
51.777,-11.112,SC4301,W
19.785,-10.75,SC4301,W
38.462,-24.965,SC4301,W
14.28,-16.821,SC4301,W
0.268,-7.796,SC4301,W
-5.573,-8.014,SC4301,W
20.741,-10.877,SC4301,W
20.27,-11.407,SC4301,W
6.743,-22.065,SC4301,W
24.128,-7.695,SC4301,W
20.848,-10.531,SC4301,W
20.813,-12.198,SC4301,W
20.967,-10.907,SC4301,W
20.963,-12.117,SC4301,W
19.393,-11.212,SC4301,W
19.244,-11.316,SC4301,W
12.666,-13.043,SC4301,W
28.151,-16.333,SC4301,W
50.47,-10.597,SC4301,N1
50.35,-10.301,SC4301,N1
52.488,-12.652,SC4301,N1
51.765,-11.85,SC4301,N1
53.848,-10.759,SC4301,N1
49.678,-11.597,SC4301,N1
57.806,-9.139,SC4301,N1
47.633,-11.89,SC4301,N1
55.759,-9.316,SC4301,N1
48.412,-15.96,SC4301,N1
50.411,-10.761,SC4301,N1
53.866,-9.277,SC4301,N1
53.806,-11.31,SC4301,N1
55.962,-9.679,SC4301,N1
50.903,-11.579,SC4301,N1
47.242,-14.068,SC4301,N1
53.582,-11.141,SC4301,N1
45.683,-13.04,SC4301,N1
54.901,-9.76,SC4301,N1
48.137,-12.508,SC4301,N1
47.58,-11.981,SC4301,N1
50.449,-12.273,SC4301,N1
48.555,-13.839,SC4301,N1
51.461,-14.127,SC4301,N1
50.924,-10.519,SC4301,N1
51.14,-12.133,SC4301,N1
53.979,-10.628,SC4301,N1
57.864,-8.716,SC4301,N1
48.477,-13.344,SC4301,N1
42.128,-12.461,SC4301,N1
46.996,-15.85,SC4301,N1
52.63,-12.348,SC4301,N1
54.608,-12.273,SC4301,N1
52.796,-11.147,SC4301,N1
48.196,-13.736,SC4301,N1
52.729,-12.655,SC4301,N1
53.272,-11.507,SC4301,N1
56.102,-9.459,SC4301,N1
54.178,-11.417,SC4301,N1
45.94,-14.127,SC4301,N1
57.305,-10.07,SC4301,N2
54.969,-11.607,SC4301,N2
59.159,-11.534,SC4301,N2
54.901,-11.154,SC4301,N2
56.902,-10.737,SC4301,N2
56.73,-14.438,SC4301,N2
56.211,-11.945,SC4301,N2
58.515,-15.16,SC4301,N2
59.76,-11.837,SC4301,N2
57.042,-10.6,SC4301,N2
59.498,-11.264,SC4301,N2
54.036,-9.376,SC4301,N2
54.303,-11.572,SC4301,N2
54.843,-12.271,SC4301,N2
58.132,-8.501,SC4301,N2
58.823,-11.871,SC4301,N2
52.6,-10.707,SC4301,N2
57.202,-9.957,SC4301,N2
53.342,-11.261,SC4301,N2
57.733,-10.313,SC4301,N2
57.427,-14.148,SC4301,N2
49.11,-11.268,SC4301,N2
58.71,-10.847,SC4301,N2
58.316,-8.915,SC4301,N2
57.016,-11.662,SC4301,N2
58.349,-10.538,SC4301,N2
55.54,-8.87,SC4301,N2
61.94,-32.32,SC4301,N2
54.238,-12.427,SC4301,N2
57.567,-9.846,SC4301,N2
55.535,-12.903,SC4301,N2
59.036,-12.92,SC4301,N2
55.446,-11.246,SC4301,N2
53.035,-10.062,SC4301,N2
58.961,-11.078,SC4301,N2
57.721,-12.143,SC4301,N2
57.454,-14.356,SC4301,N2
50.486,-10.671,SC4301,N2
56.854,-8.243,SC4301,N2
49.485,-13.718,SC4301,N2
58.067,-14.104,SC4301,N3
59.032,-13.436,SC4301,N3
57.447,-12.939,SC4301,N3
57.825,-13.108,SC4301,N3
58.351,-10.232,SC4301,N3
57.489,-15.382,SC4301,N3
58.145,-12.447,SC4301,N3
57.415,-11.425,SC4301,N3
50.176,-9.925,SC4301,N3
55.74,-13.008,SC4301,N3
56.525,-13.565,SC4301,N3
57.586,-12.754,SC4301,N3
58.518,-14.353,SC4301,N3
55.744,-12.565,SC4301,N3
59.173,-15.371,SC4301,N3
56.14,-14.888,SC4301,N3
59.052,-14.484,SC4301,N3
58.484,-10.336,SC4301,N3
58.698,-15.241,SC4301,N3
56.134,-14.995,SC4301,N3
58.531,-13.215,SC4301,N3
58.253,-14.698,SC4301,N3
58.951,-15.01,SC4301,N3
58.191,-14.23,SC4301,N3
57.094,-14.747,SC4301,N3
57.853,-12.509,SC4301,N3
58.386,-13.426,SC4301,N3
59.226,-13.661,SC4301,N3
58.064,-10.914,SC4301,N3
55.798,-12.732,SC4301,N3
45.821,-12.114,SC4301,REM
44.987,-16.724,SC4301,REM
44.274,-12.973,SC4301,REM
45.371,-15.073,SC4301,REM
44.701,-13.531,SC4301,REM
46.323,-17.556,SC4301,REM
48.664,-12.421,SC4301,REM
45.351,-13.141,SC4301,REM
45.611,-12.921,SC4301,REM
47.764,-14.428,SC4301,REM
47.755,-11.975,SC4301,REM
47.756,-15.408,SC4301,REM
45.602,-13.589,SC4301,REM
46.511,-14.301,SC4301,REM
45.733,-14.833,SC4301,REM
45.717,-13.68,SC4301,REM
46.482,-16.563,SC4301,REM
48.093,-15.652,SC4301,REM
45.303,-16.033,SC4301,REM
48.137,-14.913,SC4301,REM
45.867,-12.49,SC4301,REM
44.825,-13.295,SC4301,REM
45.815,-17.164,SC4301,REM
44.541,-13.729,SC4301,REM
44.395,-14.832,SC4301,REM
45.753,-16.668,SC4301,REM
45.986,-16.141,SC4301,REM
48.285,-14.297,SC4301,REM
44.386,-14.798,SC4301,REM
47.419,-15.691,SC4301,REM
44.388,-14.024,SC4301,REM
51.775,-14.022,SC4301,REM
48.325,-15.883,SC4301,REM
45.681,-16.334,SC4301,REM
44.511,-13.277,SC4301,REM
48.185,-15.68,SC4301,REM
47.033,-14.98,SC4301,REM
45.937,-12.758,SC4301,REM
47.346,-17.072,SC4301,REM
45.843,-16.79,SC4301,REM
-12.421,5.232,SC4341,W
-10.28,2.215,SC4341,W
-13.262,1.841,SC4341,W
-12.319,5.265,SC4341,W
-11.417,3.879,SC4341,W
-51.612,20.551,SC4341,W
-10.352,4.107,SC4341,W
-11.535,1.786,SC4341,W
-11.101,3.555,SC4341,W
-13.063,5.16,SC4341,W
-12.213,4.208,SC4341,W
-57.782,2.199,SC4341,W
-13.855,5.699,SC4341,W
-10.585,3.407,SC4341,W
-13.172,5.433,SC4341,W
-10.963,1.979,SC4341,W
-10.783,3.808,SC4341,W
-12.745,4.892,SC4341,W
-11.947,4.059,SC4341,W
-11.755,1.806,SC4341,W
-11.919,4.483,SC4341,W
-13.098,5.209,SC4341,W
-11.095,1.808,SC4341,W
-10.31,4.08,SC4341,W
-10.226,3.94,SC4341,W
-13.259,5.319,SC4341,W
-13.209,5.447,SC4341,W
-14.304,5.44,SC4341,W
-10.868,2.214,SC4341,W
-11.322,4.983,SC4341,W
-11.731,4.617,SC4341,W
-13.055,2.046,SC4341,W
-12.459,1.793,SC4341,W
-10.768,3.243,SC4341,W
-11.663,1.627,SC4341,W
-12.659,2.354,SC4341,W
-11.615,3.036,SC4341,W
-13.582,5.609,SC4341,W
-10.682,3.671,SC4341,W
-12.91,5.173,SC4341,W
-52.417,8.246,SC4341,N1
-54.003,12.11,SC4341,N1
-45.129,-4.054,SC4341,N1
-53.137,7.599,SC4341,N1
-45.067,-4.102,SC4341,N1
-54.961,3.563,SC4341,N1
-51.995,8.536,SC4341,N1
-57.386,5.569,SC4341,N1
-57.204,4.912,SC4341,N1
-53.809,5.04,SC4341,N1
-57.344,5.679,SC4341,N1
-52.595,8.728,SC4341,N1
-57.523,5.39,SC4341,N1
-54.323,8.705,SC4341,N1
-51.564,0.109,SC4341,N1
-55.274,8.427,SC4341,N1
-51.957,3.206,SC4341,N1
-55.275,7.515,SC4341,N1
-56.635,5.506,SC4341,N1
-52.476,6.182,SC4341,N1
-55.042,8.409,SC4341,N1
-53.978,12.178,SC4341,N1
-56.592,5.602,SC4341,N1
-51.601,20.575,SC4341,N1
-52.799,8.077,SC4341,N1
-54.548,8.405,SC4341,N1
-53.738,3.643,SC4341,N1
-54.075,12.014,SC4341,N1
-56.577,4.886,SC4341,N1
-55.039,7.585,SC4341,N1
-57.498,5.02,SC4341,N1
-52.625,8.157,SC4341,N1
-54.71,8.107,SC4341,N1
-56.649,5.304,SC4341,N1
-54.198,6.884,SC4341,N1
-54.622,5.745,SC4341,N1
-51.622,20.549,SC4341,N1
-53.303,4.484,SC4341,N1
-54.025,12.087,SC4341,N1
-57.586,5.117,SC4341,N1
-53.601,2.617,SC4341,N2
-48.423,-3.282,SC4341,N2
-49.379,-0.076,SC4341,N2
-55.565,3.675,SC4341,N2
-51.909,2.919,SC4341,N2
-52.624,4.454,SC4341,N2
-55.0,4.211,SC4341,N2
-49.12,-1.295,SC4341,N2
-53.635,7.065,SC4341,N2
-48.101,-3.735,SC4341,N2
-51.692,3.268,SC4341,N2
-54.908,4.468,SC4341,N2
-52.956,3.695,SC4341,N2
-55.44,3.808,SC4341,N2
-49.907,-2.016,SC4341,N2
-51.988,1.989,SC4341,N2
-53.47,2.141,SC4341,N2
-50.251,-0.538,SC4341,N2
-55.856,5.451,SC4341,N2
-49.199,0.118,SC4341,N2
-50.799,0.231,SC4341,N2
-52.517,4.176,SC4341,N2
-53.941,4.385,SC4341,N2
-52.698,4.133,SC4341,N2
-52.548,4.718,SC4341,N2
-48.691,-2.93,SC4341,N2
-48.437,-3.244,SC4341,N2
-53.235,4.02,SC4341,N2
-52.548,5.182,SC4341,N2
-50.69,-0.6,SC4341,N2
-50.73,-1.186,SC4341,N2
-49.982,0.562,SC4341,N2
-52.5,3.361,SC4341,N2
-48.245,-3.532,SC4341,N2
-53.358,4.753,SC4341,N2
-50.465,-0.147,SC4341,N2
-48.173,-3.496,SC4341,N2
-52.689,3.091,SC4341,N2
-56.821,3.999,SC4341,N2
-53.017,4.123,SC4341,N2
-55.212,-0.252,SC4341,REM
-55.458,-0.121,SC4341,REM
-51.766,1.787,SC4341,REM
-55.274,6.611,SC4341,REM
-51.141,-1.777,SC4341,REM
-55.608,2.387,SC4341,REM
-55.313,0.208,SC4341,REM
-55.102,3.344,SC4341,REM
-55.817,3.279,SC4341,REM
-53.826,0.266,SC4341,REM
-55.03,-0.187,SC4341,REM
-54.429,-1.242,SC4341,REM
-54.277,-1.345,SC4341,REM
-52.865,3.236,SC4341,REM
-54.787,-0.317,SC4341,REM
-53.682,-1.403,SC4341,REM
-52.094,5.959,SC4341,REM
-54.798,-0.205,SC4341,REM
-54.54,1.92,SC4341,REM
-56.015,6.397,SC4341,REM
-51.493,0.411,SC4341,REM
-55.685,1.697,SC4341,REM
-55.767,1.223,SC4341,REM
-54.543,3.706,SC4341,REM
-55.763,4.091,SC4341,REM
-51.414,0.336,SC4341,REM
-55.255,-0.189,SC4341,REM
-51.07,0.108,SC4341,REM
-56.554,3.457,SC4341,REM
